N,m
7.236864727677983637e+02,9.910956896510680902e-01
7.295241535670104440e+02,9.560362867647961282e-01
7.152514922312575436e+02,9.600002946219288180e-01
7.206137746256106311e+02,9.673396309399034942e-01
7.279734992237176812e+02,9.697208628625927362e-01
7.354132328293657110e+02,9.668212316768295400e-01
7.381081527649855616e+02,9.805938295486845702e-01
7.310339894331895039e+02,9.850988256843917767e-01
7.276733330008150915e+02,9.587996350513179333e-01
7.294929841829257384e+02,9.478807637654086404e-01
7.242978886779197865e+02,9.766504167618151877e-01
7.208564833588911824e+02,9.688679646229568787e-01
7.211526697920008928e+02,9.573312660412772734e-01
7.268651139563514789e+02,9.726473742814308876e-01
7.232914905907452976e+02,9.474330912842438002e-01
7.257141141804212339e+02,9.776771246556333894e-01
7.257141141804212339e+02,9.776771246556333894e-01
7.257141141804212339e+02,9.776771246556333894e-01
7.290805600544397294e+02,9.817835652241176936e-01
7.332418883826968568e+02,9.863070818051867805e-01
7.355010786019867055e+02,9.831775428884941270e-01
7.355600315760868853e+02,9.743899597925704814e-01
7.364249042789466557e+02,9.946701868178721151e-01
7.324260818012337495e+02,9.950262698965622876e-01
7.356263903862538882e+02,9.763990509109427007e-01
7.365503630326511484e+02,9.849772015459895558e-01
7.321629572581722414e+02,9.733820319183720260e-01
7.326150155477570252e+02,9.842680510152373996e-01
7.407066971721968685e+02,9.843080167120350499e-01
7.407499639606402297e+02,1.006748254166089263e+00
7.444807419026194566e+02,9.817770958527084479e-01
7.378108226704927119e+02,9.772566561807449759e-01
7.357210065758420114e+02,9.882550406841063007e-01
7.355482398348320885e+02,9.651492435272670534e-01
7.355482398348320885e+02,9.651492435272670534e-01
7.353542787018619720e+02,9.685782107680842579e-01
7.352647277189304305e+02,9.904187827808431654e-01
7.389253194896911054e+02,9.919156921265250837e-01
7.409085143448180588e+02,1.000161700647459018e+00
7.451478617029827092e+02,1.011832938228716783e+00
7.460837402698266487e+02,9.804909867781888000e-01
7.460837402698266487e+02,9.804909867781888000e-01
7.345758863859520034e+02,9.799906508916275127e-01
7.345758863859520034e+02,9.799906508916275127e-01
7.360177342472329656e+02,9.635802190731974637e-01
7.360779305587025192e+02,9.830757540796487559e-01
7.283183865285262755e+02,9.769305709588591569e-01
7.244514773311960880e+02,9.502751138214603488e-01
7.244514773311960880e+02,9.502751138214603488e-01
7.304884151822869853e+02,9.729960130572692378e-01
7.284781651701748615e+02,9.805864278078267882e-01
7.357173229324033628e+02,9.902405547733603708e-01
7.406447663505969103e+02,9.747781708708422865e-01
7.382691746930861427e+02,9.828537555336407383e-01
7.359349466011891536e+02,9.722315223293053199e-01
7.268541634633053263e+02,9.769942119991746887e-01
7.228031733189062606e+02,9.600334714994562813e-01
7.207162545709117012e+02,9.742615336191082775e-01
7.194246633819914223e+02,9.563153976612256413e-01
7.164003995913395784e+02,9.636103674396758745e-01
7.138152514313729853e+02,9.592035660852875623e-01
7.220715752626746280e+02,9.748198121981909159e-01
7.220715752626746280e+02,9.748198121981909159e-01
7.310281646214917828e+02,9.800654980791410065e-01
7.343187230245373485e+02,9.672368897828966805e-01
7.291719539333976172e+02,9.730477307380301921e-01
7.232153291500984551e+02,9.686593421515728997e-01
7.055042164599805119e+02,9.321860369224803655e-01
7.045670527103482073e+02,9.581316590290829271e-01
7.084917007860232161e+02,9.717505966332655731e-01
7.033921276046937692e+02,9.360252763528540410e-01
6.884032960896682880e+02,9.093477351676694242e-01
6.845961554079327698e+02,9.204508559434021464e-01
6.845961554079327698e+02,9.204508559434021464e-01
6.927912309090513645e+02,9.046560740990511329e-01
7.003003198444200734e+02,9.577805455242427435e-01
7.028130662691229418e+02,9.231909747991970949e-01
6.993267890383245913e+02,9.349285998108410878e-01
6.953798539008615762e+02,9.314142764240964656e-01
6.980967667950416171e+02,9.353551903952761482e-01
6.957807379922268183e+02,9.460121714923270808e-01
6.988335039708422300e+02,9.392445706014616036e-01
7.018756509092270335e+02,9.321423667238835087e-01
6.978114618437010677e+02,9.484928928658344915e-01
6.927315210834443633e+02,9.380047005756279033e-01
6.938642881623783296e+02,9.480277771394522990e-01
7.009873831704320537e+02,9.489921780836404475e-01
7.020528887776719102e+02,9.406149139679907956e-01
7.081851425478766942e+02,9.547604960561303367e-01
7.167913457696121213e+02,9.564672289658148197e-01
7.159977916233152655e+02,9.453791499659184305e-01
7.100440409777428385e+02,9.478656108764630384e-01
7.056160508395847728e+02,9.503758788629741439e-01
7.056160508395847728e+02,9.503758788629741439e-01
7.056844395554385301e+02,9.332499092666003415e-01
7.000488855908688492e+02,9.750241253260036878e-01
6.922911152836695692e+02,9.258515154402485736e-01
6.887375065389452402e+02,9.304872664647544367e-01
6.926925179450989845e+02,9.457266215831985345e-01
6.818809078164148332e+02,9.060463880869453757e-01
6.915858948475874968e+02,9.423480392414509410e-01
6.915858948475874968e+02,9.423480392414509410e-01
6.951102065551333453e+02,9.567064283934790803e-01
7.035178993014053503e+02,9.515992198686283876e-01
7.013149576428614864e+02,9.509585911325116880e-01
7.060303819656837732e+02,9.370109116515790149e-01
7.038747552237570062e+02,9.240530058248394019e-01
7.003628952519676432e+02,9.141590308107915286e-01
7.056906957491108869e+02,9.272450975201790291e-01
7.029421004890110680e+02,9.460548677634725845e-01
7.009992592857548743e+02,9.244704623400281651e-01
6.975602234356124427e+02,9.287077090839569449e-01
6.972626858094730551e+02,9.426416793679202044e-01
7.025570646306646267e+02,9.375758752927371154e-01
6.947667628395447537e+02,9.122375057081324456e-01
7.076973295352958075e+02,9.380898068037458737e-01
7.076973295352958075e+02,9.380898068037458737e-01
7.135630561957812006e+02,9.701793937642200216e-01
7.140620019414819808e+02,9.486081703975763890e-01
7.141263229347664492e+02,9.588065281474585921e-01
7.097637968001611171e+02,9.420058973341461916e-01
7.194359773068524646e+02,9.581165070290205144e-01
7.153042768675403522e+02,9.429905257552056996e-01
7.183606412998495898e+02,9.571703525548410640e-01
7.183606412998495898e+02,9.571703525548410640e-01
7.213666928089761541e+02,9.590739632966620576e-01
7.219403897900502898e+02,9.692251993303587776e-01
7.183863648852254755e+02,9.518637202830244615e-01
7.165815800805130493e+02,9.496155604548643936e-01
7.092844897958672163e+02,9.551758946161674757e-01
7.101796222438397308e+02,9.586727236662957452e-01
7.101796222438397308e+02,9.586727236662957452e-01
7.068491370491711905e+02,9.381376164260809558e-01
6.999897298894640016e+02,9.523500613304023421e-01
7.035421670047014686e+02,9.462559537010947208e-01
7.052154537298808918e+02,9.505294012239994261e-01
7.023055084054213921e+02,9.262541221521580770e-01
7.011896904379511852e+02,9.362848694335298427e-01
7.015098605965858951e+02,9.311496919772314085e-01
7.015098605965858951e+02,9.311496919772314085e-01
6.985813131265094853e+02,9.523786615689964208e-01
6.999685950002090067e+02,9.470281684949561907e-01
7.021810770214914328e+02,9.222724925460360490e-01
7.064401222772158917e+02,9.370388387694758014e-01
7.064401222772158917e+02,9.370388387694758014e-01
6.913674911478392460e+02,9.285156458065557672e-01
6.913498709030080818e+02,9.317017279031961641e-01
6.939233652672626249e+02,9.181667135383377865e-01
7.007794536433474377e+02,9.511841841142484322e-01
7.060785277904524264e+02,9.462584293624648479e-01
7.067924190304102012e+02,9.495858650252220201e-01
7.085196537198348778e+02,9.377171881778652018e-01
7.160121864365490865e+02,9.642290635220710504e-01
7.234994361172023218e+02,9.793456161577619445e-01
7.177676477306556535e+02,9.573811803898143458e-01
7.177676477306556535e+02,9.573811803898143458e-01
7.175014697990453669e+02,9.555923499292745538e-01
7.178118099961238840e+02,9.637760499877174869e-01
7.194231291478996582e+02,9.691025101100512185e-01
7.207482196369362555e+02,9.792910002266851377e-01
7.131775830811312744e+02,9.575980875622026600e-01
7.141597768382777076e+02,9.629041861211241615e-01
7.141597768382777076e+02,9.629041861211241615e-01
7.109244069912359691e+02,9.395733699173013376e-01
7.168168341297238157e+02,9.490660149061951323e-01
7.168168341297238157e+02,9.490660149061951323e-01
7.234018557747874638e+02,9.649149415351283565e-01
7.200149171847380103e+02,9.553163506736080945e-01
7.220321992168477436e+02,9.806745639031908546e-01
7.220321992168477436e+02,9.806745639031908546e-01
7.241735420511300845e+02,9.607842369573237340e-01
7.241735420511300845e+02,9.607842369573237340e-01
7.224105257781666296e+02,9.767869883701443268e-01
7.209059902094980998e+02,9.823547092546537352e-01
7.130531986302461291e+02,9.516539069368921133e-01
7.139836419730003172e+02,9.612143077304169392e-01
7.147502864212121949e+02,9.624732350811788795e-01
7.122993865887657421e+02,9.600965777688588165e-01
7.090672712228665659e+02,9.544981169161328438e-01
7.082228980986743636e+02,9.611653959345932696e-01
7.077634001206535004e+02,9.407438248776379686e-01
6.997514372157529579e+02,9.309340843111648667e-01
6.964564100267095910e+02,9.205285819018581561e-01
6.964564100267095910e+02,9.205285819018581561e-01
6.962077692704426681e+02,9.309720244075233575e-01
6.927082357956265923e+02,9.399982991386365283e-01
6.906467949687194050e+02,9.295449845743756212e-01
6.920417913164160382e+02,9.381284146491241094e-01
6.971675039563299379e+02,9.409339578576130236e-01
6.958360852980038089e+02,9.479874621408662660e-01
6.959549300070364097e+02,9.215846650898065207e-01
6.902799437148287325e+02,9.356915164744445956e-01
6.922013357246082705e+02,9.292422818542398488e-01
6.922013357246082705e+02,9.292422818542398488e-01
6.917573185984072097e+02,9.492535702309221612e-01
6.869274458447937377e+02,9.438325636264403018e-01
6.794685028701794636e+02,9.354326922258117127e-01
6.828095856042147034e+02,9.212148663861241538e-01
6.828095856042147034e+02,9.212148663861241538e-01
6.795120543457114763e+02,9.090762423420385430e-01
6.818982252238408819e+02,9.144253618915594295e-01
6.818982252238408819e+02,9.144253618915594295e-01
6.812556135995291697e+02,9.172758106623603025e-01
6.799205978771300352e+02,9.095344029581837741e-01
6.813460993687992868e+02,9.283759458604252668e-01
6.849791491063916737e+02,9.276597896680452981e-01
6.849791491063916737e+02,9.276597896680452981e-01
6.886672006568285269e+02,9.337925510825899611e-01
7.020245394609239611e+02,9.403593406281206546e-01
7.027766621992843739e+02,9.237835152996655141e-01
7.046401191183881565e+02,9.651269174214739399e-01
7.108333842653978536e+02,9.779039835488043675e-01
7.145036603160431241e+02,9.541868735255468748e-01
7.148440810450293839e+02,9.572816539461656005e-01
7.159974711916174783e+02,9.601520998481787306e-01
7.183730441699838138e+02,9.475326471992305821e-01
7.200514766359843861e+02,9.530817501283482818e-01
7.200514766359843861e+02,9.530817501283482818e-01
7.136897686323432026e+02,9.576274721004922608e-01
7.131393804772842486e+02,9.797417901530199869e-01
7.251919962192832827e+02,9.842293957859284959e-01
7.251919962192832827e+02,9.842293957859284959e-01
7.231372939980358296e+02,9.733738337968953491e-01
7.205632083827015322e+02,9.617440038952776993e-01
7.146272872009113826e+02,9.454354294031542816e-01
7.157197752037728833e+02,9.546628972216421039e-01
7.066890841118596427e+02,9.457347660109302057e-01
7.103958628259237003e+02,9.665829744278999769e-01
7.090833523037645136e+02,9.464923842449801672e-01
7.091757260027932261e+02,9.273207199207313955e-01
7.073156084621904256e+02,9.434225956175467109e-01
7.070340833934050124e+02,9.352864602427951590e-01
7.070340833934050124e+02,9.352864602427951590e-01
7.146520096195896485e+02,9.683937378139845231e-01
7.151525910114232829e+02,9.794166104129210515e-01
7.151984418004465169e+02,9.498907622582080101e-01
7.130231483472200580e+02,9.756304375563698006e-01
7.163139848108710339e+02,9.913275623833321948e-01
7.013720979738257029e+02,9.176024366162153223e-01
7.021266689904482519e+02,9.394732693628448095e-01
7.042926452190176860e+02,9.401700966223792699e-01
6.975508403722694766e+02,9.466277853142572862e-01
6.975508403722694766e+02,9.466277853142572862e-01
6.985432519055867715e+02,9.472002598110902394e-01
6.983823788487793536e+02,9.375205282254633898e-01
7.036065553127343719e+02,9.297507941351950134e-01
7.074140422892528477e+02,9.468048949635373690e-01
7.073741542514953835e+02,9.348893766186192611e-01
7.134737483680733021e+02,9.361496195200451620e-01
7.085218866012688750e+02,9.390282223370081116e-01
7.099658698867305020e+02,9.456172754780935996e-01
7.095300724494413771e+02,9.640682345584945523e-01
7.189638584128741741e+02,9.405781666506782823e-01
7.157351016381218187e+02,9.659305902302960378e-01
7.182346777674409850e+02,9.508481061742569684e-01
7.182346777674409850e+02,9.508481061742569684e-01
7.196102448282319983e+02,9.629162239188732153e-01
7.196102448282319983e+02,9.629162239188732153e-01
7.160747178013448320e+02,9.657418826462569328e-01
7.281542911684439332e+02,9.426632930353849860e-01
7.214128862940109457e+02,9.774956509311993891e-01
7.160474573265881872e+02,9.852568455860176710e-01
7.240969441188460678e+02,9.731934582130086220e-01
7.178278623840453747e+02,9.688705628374686407e-01
7.261393662160064650e+02,9.793630276836192694e-01
7.255742476507540459e+02,9.878309988985369827e-01
7.274445012015806924e+02,9.851660347299842080e-01
7.306477318930973297e+02,9.679277648947847146e-01
7.233073268153290201e+02,9.699268709139725608e-01
7.230021934822508456e+02,9.773646822858063077e-01
7.282627303188734231e+02,1.006830052783384888e+00
7.254859782667043646e+02,1.016832323110290259e+00
7.229285324088775724e+02,1.002207516178179381e+00
7.219594434415308797e+02,9.891483682880259920e-01
7.116642226397799504e+02,9.392503862003903636e-01
7.122320947559250044e+02,9.571138388637553396e-01
7.122320947559250044e+02,9.571138388637553396e-01
7.122320947559250044e+02,9.571138388637553396e-01
7.122320947559250044e+02,9.571138388637553396e-01
7.115436722194029926e+02,9.428329030864843752e-01
7.248043733903956536e+02,9.767832271417782319e-01
7.248043733903956536e+02,9.767832271417782319e-01
7.302973109581823792e+02,9.695784566739050758e-01
7.366651945361207936e+02,9.919938182062220111e-01
7.315342179613288636e+02,9.743476663602119725e-01
7.315342179613288636e+02,9.743476663602119725e-01
7.315342179613288636e+02,9.743476663602119725e-01
7.291648242132166615e+02,9.931808789800017356e-01
7.291981085829870608e+02,9.954643410604571141e-01
7.323685924044829108e+02,1.001172085450732441e+00
7.383749156824882220e+02,9.710575355624065930e-01
7.412216102013318277e+02,9.784335189469020033e-01
7.412097817144331202e+02,9.839025208451135374e-01
7.388898116018859810e+02,9.834361651135991034e-01
7.386421083698768371e+02,9.746329512100186943e-01
7.377436387534544338e+02,9.684766633411043824e-01
7.291398056123568949e+02,9.671426629875419234e-01
7.291398056123568949e+02,9.671426629875419234e-01
7.349192368430382203e+02,9.760640146693895236e-01
7.275653815135773357e+02,9.617627098885148662e-01
7.259729909792971512e+02,9.591932815424119019e-01
7.179459413767297065e+02,9.648875473793359081e-01
7.202392238842528513e+02,9.756406274481879137e-01
7.243832033931465730e+02,9.791511926604310467e-01
7.173725501847460464e+02,9.696031457212564986e-01
7.173725501847460464e+02,9.696031457212564986e-01
7.183311978883810980e+02,9.892879216131900133e-01
7.228982679333628312e+02,9.594714250592212279e-01
7.313103825177040562e+02,9.763936668313730749e-01
7.313103825177040562e+02,9.763936668313730749e-01
7.206340187350783708e+02,9.507863205029333242e-01
7.206458355749222164e+02,9.478280273464800842e-01
7.206458355749222164e+02,9.478280273464800842e-01
7.213683785156162003e+02,9.715206735277200911e-01
7.175989614929123945e+02,9.807219471324140070e-01
7.219386689939660755e+02,9.612747817359399427e-01
7.311256976574924238e+02,9.890387784820631190e-01
7.311256976574924238e+02,9.890387784820631190e-01
7.374035557071762241e+02,9.801899468398801440e-01
7.309668636625957561e+02,9.648912083103302617e-01
7.256460378392588382e+02,9.764581599344902552e-01
7.250382326397374300e+02,9.582337746406031087e-01
7.213822998329774236e+02,9.586226214945805513e-01
7.343662175256060891e+02,9.768222211777376485e-01
7.422221745484463327e+02,9.842231138970261028e-01
7.389726569656858146e+02,9.813194787978631872e-01
7.389726569656858146e+02,9.813194787978631872e-01
7.353151963655192276e+02,9.826830934007575458e-01
7.353151963655192276e+02,9.826830934007575458e-01
7.344695255520327919e+02,9.826780474539025256e-01
7.344804924033613815e+02,9.676235585258620153e-01
7.320330563445731968e+02,1.005387070252196313e+00
7.216363777844752576e+02,9.734885351092563699e-01
7.216363777844752576e+02,9.734885351092563699e-01
7.300343780933046673e+02,9.599696661788619245e-01
7.312245697799795607e+02,9.765923551404857017e-01
7.324524755106419889e+02,9.688426730841497303e-01
7.324524755106419889e+02,9.688426730841497303e-01
7.324524755106419889e+02,9.688426730841497303e-01
7.353326575575903234e+02,9.750594364166831340e-01
7.394875567063605786e+02,9.756608526333486742e-01
7.334974398425119944e+02,9.637287618615943963e-01
7.308318664326596945e+02,9.940790358405185989e-01
7.324046592439816550e+02,9.770304262229204673e-01
7.324046592439816550e+02,9.770304262229204673e-01
7.419057792931801032e+02,9.872832380819011044e-01
7.419057792931801032e+02,9.872832380819011044e-01
7.419057792931801032e+02,9.872832380819011044e-01
7.331981712435311920e+02,9.768670517755170257e-01
7.325968356349368378e+02,9.927218646619991871e-01
7.356488319530196804e+02,9.867713745311809115e-01
7.318566939166779548e+02,9.633519252453943693e-01
7.279186439729915037e+02,9.734312368448281294e-01
7.129174461176188515e+02,9.521282295426699571e-01
7.101736076202677168e+02,9.581623068842202162e-01
7.096942486189551573e+02,9.534250490239203346e-01
7.096942486189551573e+02,9.534250490239203346e-01
7.108599479703009365e+02,9.522371832324449947e-01
7.108599479703009365e+02,9.522371832324449947e-01
7.138164955380422043e+02,9.550820552279573050e-01
7.171164418548838739e+02,9.517270530148959073e-01
7.164966511962662707e+02,9.696736514162690446e-01
7.163396721159626850e+02,9.505473501051033836e-01
7.212306744314471416e+02,9.781379435249287768e-01
7.239876877586913224e+02,9.594425630910941027e-01
7.128120129934289935e+02,9.407755735649830919e-01
7.117124025125675644e+02,9.693985350251782540e-01
7.161270731131761522e+02,9.581062581146141399e-01
7.221685371981342314e+02,9.706789006858738134e-01
7.221685371981342314e+02,9.706789006858738134e-01
7.265068684469880509e+02,9.767403526692038929e-01
7.213235485421420208e+02,9.619032424457379937e-01
7.143790339545078041e+02,9.688356320204111194e-01
7.176159280115476804e+02,9.443842087068307078e-01
7.220322465889997829e+02,9.759097309030345668e-01
7.235425004462451852e+02,9.640508244656417203e-01
7.235425004462451852e+02,9.640508244656417203e-01
7.224086057568542856e+02,9.536596759887702168e-01
7.225979977919179191e+02,9.916975506031979748e-01
7.248487819522532618e+02,9.788164842750568528e-01
7.248487819522532618e+02,9.788164842750568528e-01
7.241061326728739687e+02,9.718068466851347287e-01
7.241061326728739687e+02,9.718068466851347287e-01
7.274630713890358038e+02,9.729365033356525139e-01
7.261299147209790590e+02,9.592396184175733254e-01
7.350012176985768519e+02,9.796708263768243441e-01
7.350012176985768519e+02,9.796708263768243441e-01
7.350012176985768519e+02,9.796708263768243441e-01
7.350012176985768519e+02,9.796708263768243441e-01
7.423228937009702122e+02,9.904370168256939611e-01
7.459246142212631412e+02,9.889807077838407290e-01
7.415935477408053202e+02,9.864982508511553894e-01
7.486728342834034038e+02,9.856498207502096820e-01
7.464333348053071404e+02,9.905645823000915895e-01
7.464333348053071404e+02,9.905645823000915895e-01
7.352197826054535881e+02,9.914407990900713230e-01
7.365473271857802047e+02,9.872121098940818129e-01
7.443538663228763426e+02,1.000371331459106727e+00
7.408894797675341124e+02,9.758362636984447835e-01
7.398468528727726152e+02,9.964442741107747414e-01
7.274384092610869175e+02,9.585645459335911944e-01
7.240998848138740414e+02,9.922542736414049491e-01
7.249485892332522781e+02,9.658953637945776327e-01
7.249485892332522781e+02,9.658953637945776327e-01
7.249485892332522781e+02,9.658953637945776327e-01
7.292566443998441628e+02,9.695718882015919027e-01
7.236696421854809387e+02,9.816539286981764700e-01
7.217886601392945067e+02,9.495679628121106441e-01
7.279458839784065276e+02,9.722018811695891660e-01
7.202841025863657478e+02,9.667079722935703057e-01
7.193861200617698159e+02,9.812635324669712888e-01
7.162988280548001967e+02,9.445428468574127434e-01
7.160189926758072261e+02,9.589497795302140970e-01
7.160189926758072261e+02,9.589497795302140970e-01
7.160189926758072261e+02,9.589497795302140970e-01
7.125347918767522515e+02,9.667163459160418304e-01
7.125347918767522515e+02,9.667163459160418304e-01
7.234766285381917896e+02,9.658833069015436701e-01
7.209126544800487864e+02,9.545831055832660894e-01
7.185160893617699003e+02,9.613174509982884697e-01
7.093587590662841649e+02,9.521946840961389436e-01
7.006444024302205662e+02,9.464284484268155051e-01
7.109663720888999023e+02,9.665918193653217916e-01
7.109663720888999023e+02,9.665918193653217916e-01
7.108639511627006868e+02,9.538663819141398603e-01
7.108639511627006868e+02,9.538663819141398603e-01
7.141549068449412516e+02,9.540646189177207637e-01
7.101185880674346436e+02,9.379724264594152539e-01
7.010481529403442664e+02,9.441110484220661681e-01
6.993752726562596536e+02,9.553230630250787447e-01
7.004271455273865286e+02,9.506802888599491519e-01
6.995619863781330423e+02,9.160693511325403993e-01
7.059395983884293173e+02,9.489287356411747476e-01
7.151061795218878387e+02,9.528082104911246297e-01
7.197941779644994540e+02,9.595812824360168136e-01
7.245158953407895979e+02,9.598242298412533735e-01
7.245158953407895979e+02,9.598242298412533735e-01
7.309408510993629307e+02,9.632035857456159311e-01
7.375620722347058518e+02,9.952951017124626043e-01
7.375620722347058518e+02,9.952951017124626043e-01
7.338583404896075990e+02,9.821650883294837930e-01
7.355719897304649066e+02,1.002333342743522149e+00
7.443160469664488801e+02,1.006125202409521746e+00
7.443325395056558591e+02,1.005930618267623977e+00
7.490961562943720082e+02,1.008443848635936391e+00
7.539524090154716305e+02,9.965195997105820158e-01
7.509448798390480988e+02,1.001302374152053254e+00
7.449224710836965642e+02,1.014588108245953357e+00
7.492347072338108092e+02,9.763027655602748434e-01
7.472689069861249891e+02,9.976476873470351281e-01
7.444024725315150590e+02,1.003831931604234340e+00
7.446856833634817576e+02,9.965497622716497084e-01
7.389195572194148554e+02,9.781101586787502855e-01
7.389195572194148554e+02,9.781101586787502855e-01
7.510882372506044931e+02,9.970933564885057221e-01
7.516680668484247008e+02,1.003074447454223250e+00
7.556086921218915222e+02,1.008233186100533363e+00
7.541029688025460018e+02,1.003046092781112009e+00
7.512898314097740240e+02,9.787801633368362619e-01
7.475703560008479371e+02,9.883520932076672594e-01
7.447418176058429253e+02,1.003764838546133076e+00
7.438258800185152495e+02,1.011044060237147768e+00
7.478589511506393137e+02,9.927900192797234347e-01
7.444153543105672952e+02,9.945059520360119976e-01
7.403633618671533441e+02,9.678179606257449885e-01
7.493325092029848520e+02,1.016915487155419573e+00
7.525682473793161762e+02,9.964370061481052643e-01
7.513837607815918318e+02,9.907523516766223448e-01
7.515682267397191936e+02,1.013252748000436965e+00
7.602976338877796252e+02,9.922985883911069616e-01
7.511883839783223493e+02,1.006541693729442910e+00
7.488459288609033138e+02,1.013986581259472608e+00
7.481362090805745311e+02,1.026163654471546005e+00
7.401075372983638090e+02,9.891825748986381450e-01
7.456548821176780848e+02,9.998931847533543138e-01
7.475196175670555476e+02,9.779053606579025670e-01
7.506453483205899602e+02,1.016317127901151585e+00
7.506453483205899602e+02,1.016317127901151585e+00
7.462235671589302228e+02,1.012525918067653352e+00
7.462235671589302228e+02,1.012525918067653352e+00
7.444837655265175727e+02,9.839221185661229940e-01
7.492848532580221672e+02,9.951654036502118883e-01
7.508519645534695428e+02,1.010141203158144929e+00
7.508519645534695428e+02,1.010141203158144929e+00
7.547634601577636886e+02,1.019191387820759687e+00
7.404835057976131338e+02,9.976527595213153798e-01
7.467670499466006504e+02,9.908781936021361370e-01
7.420305506057667344e+02,9.710921448411570234e-01
7.399429822098092018e+02,9.982171118856641989e-01
7.362815323171577120e+02,9.631884046213384787e-01
7.371745562393315367e+02,9.660169347006211105e-01
7.400844211759732616e+02,9.824584270274094866e-01
7.424354375722741679e+02,1.008933789206114762e+00
7.461083156532716885e+02,1.009571120527444688e+00
7.459707266247303323e+02,9.750762288167409420e-01
7.422750641179086415e+02,9.927749325802642799e-01
7.422750641179086415e+02,9.927749325802642799e-01
7.387222812963481147e+02,1.003030610118584631e+00
7.400144166967062347e+02,9.949158029276617965e-01
7.444194848912507041e+02,9.885285960953574813e-01
7.390061949073436836e+02,9.707332793465957010e-01
7.383943701045228636e+02,9.891660540992238682e-01
7.383943701045228636e+02,9.891660540992238682e-01
7.404066679006764389e+02,9.987861821099468518e-01
7.405624064421906496e+02,1.002250190061883872e+00
7.423314888130973941e+02,9.972948808756423311e-01
7.520510512639283434e+02,1.001120352664781610e+00
7.517900732536583064e+02,9.973362485444461356e-01
7.629871632270113651e+02,1.006552923655949394e+00
7.532395096189145534e+02,1.038033469989755320e+00
7.532395096189145534e+02,1.038033469989755320e+00
7.510007405278064425e+02,9.838778425932283023e-01
7.588324255678679719e+02,1.032273769121564211e+00
7.590017317238097121e+02,1.019837306254088194e+00
7.533339342794803315e+02,1.007347599203196387e+00
7.412379743128916516e+02,1.005110124787121917e+00
7.397594322059187562e+02,1.006186700394634315e+00
7.426211656023313026e+02,9.965609831797250795e-01
7.343316410871273092e+02,9.971033596903338125e-01
7.374085054535239578e+02,9.849592146340777621e-01
7.417537357625748200e+02,1.024658918799023599e+00
7.421541952484481044e+02,9.986012729419202483e-01
7.370568317274992296e+02,9.951928976950709105e-01
7.359953517041383293e+02,9.778070983718737397e-01
7.380440690721072770e+02,9.725782886525481397e-01
7.315402892052820789e+02,9.823298749028337440e-01
7.408322679783120748e+02,9.983175694021931834e-01
7.395047722811544872e+02,9.871263244717844998e-01
7.384601036379280004e+02,9.924017439295587106e-01
7.345205207631707935e+02,9.980315214585747663e-01
7.322982941526100831e+02,9.796560385345759459e-01
7.331283300798164646e+02,9.805763624739950446e-01
7.318483436042644144e+02,9.808855311181159387e-01
7.259673517696255658e+02,9.804636782599635003e-01
7.251429315168508083e+02,9.524626681049731536e-01
7.224592415377255747e+02,9.708957678611037645e-01
7.304093600246483220e+02,9.775701301973763746e-01
7.304093600246483220e+02,9.775701301973763746e-01
7.192877234785556766e+02,9.825131739730829095e-01
7.205310224713076650e+02,9.575401237389511433e-01
7.203283436962854012e+02,9.562173573034715712e-01
7.226322251251420994e+02,9.716824414472537974e-01
7.192161842124640998e+02,9.496752272602619893e-01
7.175457935802461407e+02,9.617646700029864881e-01
7.214871413557943924e+02,9.757921834649556647e-01
7.091446810052365208e+02,9.500939704352386883e-01
7.160195657911998524e+02,9.553745653401813920e-01
7.156524357928544759e+02,9.551561906504543176e-01
7.171306492031478683e+02,9.559392916351826530e-01
7.142641363973241369e+02,9.430153985809128780e-01
7.072080067325293840e+02,9.474606341973436097e-01
7.072080067325293840e+02,9.474606341973436097e-01
7.146811667599231441e+02,9.671319361972205986e-01
7.146811667599231441e+02,9.671319361972205986e-01
7.146811667599231441e+02,9.671319361972205986e-01
7.146811667599231441e+02,9.671319361972205986e-01
7.122117248614856635e+02,9.593597387933844312e-01
7.110720293799168985e+02,9.706101343559648820e-01
7.205840764827169096e+02,9.822703490169344409e-01
7.246597150780949050e+02,9.698531271121009212e-01
7.327368209979157427e+02,9.711070373060687322e-01
7.386861549941074827e+02,9.864160525031501203e-01
7.386861549941074827e+02,9.864160525031501203e-01
7.350581484329469504e+02,1.001516987677548931e+00
7.350581484329469504e+02,1.001516987677548931e+00
7.321271598090858106e+02,9.988403453443683855e-01
7.354690416157318396e+02,9.713660784897558687e-01
7.327938602157771584e+02,9.730617419976647087e-01
7.273133271312074157e+02,9.701763871476156709e-01
7.329725449967174882e+02,9.662256293059462431e-01
7.325671035989929578e+02,9.969375937628948137e-01
7.344627877205297182e+02,9.895725700925429580e-01
7.357625389794701505e+02,9.737539040899561016e-01
7.328344983542691580e+02,9.751776770131189709e-01
7.298603717692652708e+02,9.838667928707268695e-01
7.298603717692652708e+02,9.838667928707268695e-01
7.336977324450493825e+02,9.886072882993791611e-01
7.277065885487668311e+02,9.646725161641898083e-01
7.228254074052165379e+02,9.762127747223393603e-01
7.271392860234983573e+02,9.580215442603273734e-01
7.301159193245115375e+02,9.804373823281585798e-01
7.289950978105654258e+02,9.635857865387705834e-01
7.307236020975594784e+02,9.816357006660780815e-01
