N,m
7.205879000078263061e+02,9.764367786259439130e-01
7.154850662916901456e+02,9.640896679478049291e-01
7.172020475152430663e+02,9.734933372600524937e-01
7.194154593366732797e+02,9.596543144808554748e-01
7.120923177219258378e+02,9.653162940491866184e-01
7.114640758832654228e+02,9.357378326678341685e-01
7.134766723536068866e+02,9.519721338145712419e-01
7.162049518018551453e+02,9.651370975982995759e-01
7.218918531754970900e+02,9.814019139643810341e-01
7.253488556786567187e+02,9.657049604985989966e-01
7.253488556786567187e+02,9.657049604985989966e-01
7.262032952021992287e+02,9.917687035598156120e-01
7.304894831153472978e+02,9.863641889636579618e-01
7.293049272017975682e+02,9.893567905993633227e-01
7.294363677611436287e+02,9.828780547299309500e-01
7.267026363187129618e+02,9.764244693484480653e-01
7.262444380632916818e+02,9.734279582480613868e-01
7.278713341973470961e+02,9.536625435474691548e-01
7.264038200226481194e+02,9.913275048769067954e-01
7.305906948420091567e+02,9.785260075023226589e-01
7.310523145045272031e+02,9.875112468896098950e-01
7.347022398547333069e+02,9.751954259774116007e-01
7.375037673870665458e+02,9.738692013111770462e-01
7.424531423385695916e+02,9.946024327216008709e-01
7.475060229387830759e+02,1.014448122873234270e+00
7.445086700794889794e+02,9.752912358670392523e-01
7.394202881656729005e+02,9.902808118350513444e-01
7.430542249986252727e+02,9.799348044699290883e-01
7.513026649734023295e+02,9.934792846675585265e-01
7.468767897218706366e+02,9.738358061249686726e-01
7.498071279889768448e+02,9.847018831306614262e-01
7.524229598207479057e+02,1.002222546690372251e+00
7.528618781045423702e+02,1.001557307393596385e+00
7.531894716692019074e+02,9.901249509193005283e-01
7.483949156986210483e+02,1.011146275352812207e+00
7.508076131879408877e+02,1.025815687068077686e+00
7.497947142063449064e+02,1.018479436901405411e+00
7.523894855250052842e+02,9.929071152641791853e-01
7.468942261200733128e+02,1.002321253101511100e+00
7.520071152513351080e+02,1.002743406558534778e+00
7.520071152513351080e+02,1.002743406558534778e+00
7.509920809068469225e+02,9.989116184721580360e-01
7.522319244963705387e+02,9.808991343287062348e-01
7.499124171599394231e+02,1.004660836407351265e+00
7.425677988229044786e+02,1.023091334006449138e+00
7.449283576826720719e+02,1.027157045533286794e+00
7.454481926026670635e+02,9.863843686498605656e-01
7.532981646833809464e+02,1.002678697493280868e+00
7.540549138104070153e+02,1.017602747620427905e+00
7.578604915098064794e+02,1.016852045761641232e+00
7.578604915098064794e+02,1.016852045761641232e+00
7.586917341577628804e+02,9.942462657826417471e-01
7.456164712464994864e+02,9.874252263311219524e-01
7.380868012815341217e+02,9.779669454556052521e-01
7.322485265696144552e+02,9.786964470748337197e-01
7.322485265696144552e+02,9.786964470748337197e-01
7.419892083599429498e+02,1.012484782100893987e+00
7.365343937341307310e+02,9.915218058860790773e-01
7.455054533986359502e+02,9.850645507270945345e-01
7.455054533986359502e+02,9.850645507270945345e-01
7.455054533986359502e+02,9.850645507270945345e-01
7.514556032428843082e+02,9.904066916560736455e-01
7.505233120560783391e+02,9.957689130480501527e-01
7.490683566003461920e+02,1.007664831646867043e+00
7.357861728742175274e+02,9.917842157075380527e-01
7.260734545723207702e+02,9.707489402096859399e-01
7.303895665032956686e+02,9.681062194077416638e-01
7.318006838919673100e+02,9.666593442329327601e-01
7.361725032367916128e+02,9.769240745022166328e-01
7.361725032367916128e+02,9.769240745022166328e-01
7.282531985338430331e+02,9.752224912591340722e-01
7.254035919156794989e+02,9.782757483344671767e-01
7.284773767555894892e+02,9.718772306567206032e-01
7.148300740358739631e+02,9.374857090717704233e-01
7.150657718568934342e+02,9.422112504837675262e-01
7.140015086138519109e+02,9.594614304851766251e-01
7.071163367316976291e+02,9.672400944902317388e-01
7.072165155576049074e+02,9.599241064219199426e-01
6.971583718872391273e+02,9.570535689727406314e-01
6.983134083483646464e+02,9.463427658104108797e-01
6.972737847204195987e+02,9.480262927165193920e-01
6.981527242197397527e+02,9.366894144945253631e-01
7.031897232703860254e+02,9.426570803206182347e-01
6.952706829559433572e+02,9.375781691360439707e-01
6.962060511401097074e+02,9.424580797709716240e-01
7.021860135798924603e+02,9.439063105879750282e-01
7.116479469703477889e+02,9.470543638958035526e-01
7.116479469703477889e+02,9.470543638958035526e-01
7.242786733208940859e+02,9.493193384342306640e-01
7.282699953163387363e+02,9.553627232696931815e-01
7.328676675331907973e+02,9.785979174470154085e-01
7.306780270384589357e+02,9.784470832543815666e-01
7.339637938738163712e+02,9.894205952245552771e-01
7.375996098943825245e+02,1.006505049948297925e+00
7.408951266606613899e+02,9.958915023493392082e-01
7.391335458108042076e+02,9.847997165753786808e-01
7.299100922184228466e+02,9.900992717180253644e-01
7.282107863048748868e+02,9.725326135936278593e-01
7.269438831290208327e+02,9.736906924498215377e-01
7.215090950902979330e+02,9.444459482025174824e-01
7.185389361702124233e+02,9.396778423731255714e-01
7.185389361702124233e+02,9.396778423731255714e-01
7.295956740686243620e+02,9.844079441022336452e-01
7.238315040631088095e+02,9.695381274948593475e-01
7.206832299717816568e+02,9.432452481868899286e-01
7.268179464312293021e+02,9.657058646357467024e-01
7.268179464312293021e+02,9.657058646357467024e-01
7.211095945929070012e+02,9.815109212604581357e-01
7.218471814118311158e+02,9.588692911252132411e-01
7.262660348072078023e+02,9.814855055177366117e-01
7.270242613959912887e+02,9.787002558561367360e-01
7.301789134669453460e+02,9.888986673608731737e-01
7.314875914105850825e+02,9.692440358555929336e-01
7.266613200703142184e+02,9.614383693885060200e-01
7.273842670375195212e+02,9.714580858748255165e-01
7.273842670375195212e+02,9.714580858748255165e-01
7.306826208216966734e+02,9.679346582390065956e-01
7.361340914839125844e+02,9.761600918515944691e-01
7.367766091557116397e+02,9.933444530857100663e-01
7.365703977013436088e+02,9.680311265494089268e-01
7.372097088434031775e+02,1.012758039113577313e+00
7.361678037880252532e+02,9.830057296732829242e-01
7.365015355079171968e+02,9.700433897057726407e-01
7.323922972758197147e+02,9.619761256871036670e-01
7.198897777110704510e+02,9.485917092608001644e-01
7.112721577239082080e+02,9.651238531710910618e-01
7.112633200757745726e+02,9.719036944545286216e-01
7.164416288715282235e+02,9.508059624083770034e-01
7.199772983395610026e+02,9.549863825494158132e-01
7.184429164316915148e+02,9.813576558724039778e-01
7.156999753094642074e+02,9.816288474102149442e-01
7.156999753094642074e+02,9.816288474102149442e-01
7.160654459740369475e+02,9.649363026927656461e-01
7.091520372727650283e+02,9.418748547306720065e-01
7.075274519174485022e+02,9.590432732224956069e-01
7.075274519174485022e+02,9.590432732224956069e-01
6.971516300425356576e+02,9.579812406369520028e-01
6.977740513787675809e+02,9.364103471408553592e-01
6.991744823616410258e+02,9.484652953004513165e-01
7.026078071800239968e+02,9.431411678699269663e-01
7.026078071800239968e+02,9.431411678699269663e-01
7.136974033137393008e+02,9.678343154936216441e-01
7.136974033137393008e+02,9.678343154936216441e-01
7.162325157909519930e+02,9.607300766140796089e-01
7.212130392127940013e+02,9.547636054135996142e-01
7.212130392127940013e+02,9.547636054135996142e-01
7.225147606696004914e+02,9.815682879270590799e-01
7.265907935119552121e+02,9.983365200271236972e-01
7.157602967692198490e+02,9.825096986909594987e-01
7.142443862225493376e+02,9.580384950562408353e-01
7.136998150236814809e+02,9.622044596065787436e-01
7.206611768247139480e+02,9.750761875453918259e-01
7.251698173114906467e+02,9.647803994057355670e-01
7.324499472466275165e+02,9.803657349867707094e-01
7.324499472466275165e+02,9.803657349867707094e-01
7.421380198137037496e+02,9.822361620081349054e-01
7.432344378394802789e+02,1.007295397929204750e+00
7.380447891363980943e+02,1.004517265009593707e+00
7.341581991943634193e+02,9.791408858025076878e-01
7.286690773452743315e+02,9.822530897385634008e-01
7.364619408491980721e+02,9.782941878432654947e-01
7.377351855580565143e+02,1.010052613965506163e+00
7.346036154790333512e+02,9.573616274376336444e-01
7.360793276168286638e+02,9.946797341496064204e-01
7.360793276168286638e+02,9.946797341496064204e-01
7.396770610647762396e+02,1.004413255979696107e+00
7.342450203533763897e+02,9.665388899236212472e-01
7.290770774211546268e+02,9.782576986925615170e-01
7.302889814795294114e+02,9.907313226032398168e-01
7.302889814795294114e+02,9.907313226032398168e-01
7.314668435987118755e+02,9.704204663109814444e-01
7.327343887801868050e+02,9.798241561828027191e-01
7.300289394421999987e+02,9.971808466807200455e-01
7.348654618159334859e+02,9.892236493487563953e-01
7.244362392395918278e+02,9.699205946207823947e-01
7.268660311243730803e+02,9.837994527412916579e-01
7.394106658318378322e+02,1.007194715302373922e+00
7.397499914114529247e+02,9.814778060570610307e-01
7.397499914114529247e+02,9.814778060570610307e-01
7.498351873201795570e+02,1.022585624383699265e+00
7.359110282394276510e+02,9.734500321381880372e-01
7.405678785506582926e+02,9.902841323884901126e-01
7.410780520654928978e+02,9.855209842262896425e-01
7.457906769726417906e+02,1.003266669860273019e+00
7.408521997995940183e+02,9.858117288700826153e-01
7.401252213872260199e+02,9.899564841707532148e-01
7.393114848676862039e+02,9.929653301682563882e-01
7.393114848676862039e+02,9.929653301682563882e-01
7.394848818424735555e+02,1.000499222463704818e+00
7.411892005888556696e+02,1.020607580110014734e+00
7.371799547844772178e+02,1.006008622699294142e+00
7.336229619640550936e+02,9.932267925018020138e-01
7.286764539097841862e+02,9.934907224702588247e-01
7.293480371606058270e+02,9.850263092126171349e-01
7.322660218057833390e+02,9.613752216028094155e-01
7.322660218057833390e+02,9.613752216028094155e-01
7.374724981703337789e+02,9.864571306838840759e-01
7.315947734434419090e+02,9.837410113806880352e-01
7.358837475397324397e+02,9.659317179179067736e-01
7.375077910412567235e+02,9.728581665271684997e-01
7.375077910412567235e+02,9.728581665271684997e-01
7.271783832539929335e+02,9.614061915908224121e-01
7.271783832539929335e+02,9.614061915908224121e-01
7.372847241910063758e+02,9.737086113788524511e-01
7.296237500044389890e+02,9.753571364760897922e-01
7.296237500044389890e+02,9.753571364760897922e-01
7.282423467012471292e+02,9.742433362354305793e-01
7.263776647886915043e+02,9.785627570718552493e-01
7.263776647886915043e+02,9.785627570718552493e-01
7.297635295907786031e+02,9.679271983602278917e-01
7.302285932567840518e+02,9.830987104532754595e-01
7.318924958163354404e+02,9.828651455405854609e-01
7.323261004420858171e+02,9.868356851538313546e-01
7.325647064462370963e+02,9.821076947694188375e-01
7.301690631651611056e+02,9.712141408170672507e-01
7.301690631651611056e+02,9.712141408170672507e-01
7.271472350811012575e+02,9.722966293358484835e-01
7.232930908778862431e+02,9.716117466197312647e-01
7.231614720242030216e+02,9.590816185490748103e-01
7.293455142871713406e+02,9.711911666697854439e-01
7.274769148211057654e+02,9.752660997366299211e-01
7.322847448341649397e+02,9.940869824889196904e-01
7.355594475126159750e+02,9.792844669484451758e-01
7.355594475126159750e+02,9.792844669484451758e-01
7.411798465154031419e+02,9.982311310675415772e-01
7.348629720264923435e+02,9.835660223292144178e-01
7.416254547036472786e+02,9.961381640475458488e-01
7.416254547036472786e+02,9.961381640475458488e-01
7.342030867993402126e+02,9.961125377315577234e-01
7.371318406689809990e+02,9.889955635367692066e-01
7.371318406689809990e+02,9.889955635367692066e-01
7.447606707985366938e+02,9.908842704003946178e-01
7.447606707985366938e+02,9.908842704003946178e-01
7.397443304538185203e+02,9.873871239026787983e-01
7.379517681215957055e+02,9.656864718484198251e-01
7.337233343379461985e+02,9.754733991726073361e-01
7.262898708603172508e+02,9.704513329679773648e-01
7.272205365057080826e+02,9.569158248683642398e-01
7.300544515784595205e+02,9.732945716913984358e-01
7.338922346025137813e+02,9.709256361591354079e-01
7.338922346025137813e+02,9.709256361591354079e-01
7.309732270378157182e+02,9.635022887488573495e-01
7.377076031975929027e+02,9.963022456127241799e-01
7.377076031975929027e+02,9.963022456127241799e-01
7.377076031975929027e+02,9.963022456127241799e-01
7.377076031975929027e+02,9.963022456127241799e-01
7.337323691470104450e+02,9.790735610559340163e-01
7.358318562380260346e+02,9.813796204943018298e-01
7.311784282415682128e+02,9.763102355629736939e-01
7.432556428405405313e+02,9.993308163599889937e-01
7.432556428405405313e+02,9.993308163599889937e-01
7.509305886902833436e+02,9.989412956560254075e-01
7.564275650998622496e+02,1.001835880778920940e+00
7.503087366772620044e+02,1.010615465462860962e+00
7.521864122706751914e+02,9.848759165861761256e-01
7.458682743042777474e+02,9.990410873494748323e-01
7.543330988747989068e+02,1.023809975100590908e+00
7.566393642630755494e+02,1.017136903099987943e+00
7.560748536469986902e+02,1.004193690759828339e+00
7.485073100533439856e+02,1.014728575854586534e+00
7.485073100533439856e+02,1.014728575854586534e+00
7.445157250515445639e+02,1.002060177655041739e+00
7.463722924123914026e+02,9.968862782595548921e-01
7.465278441289004832e+02,1.016765472997434916e+00
7.574515110346424080e+02,1.014124543228154485e+00
7.514053324550515072e+02,9.842887373656731276e-01
7.537425536899849021e+02,9.942143681871751237e-01
7.550253442314161703e+02,1.012381814758124277e+00
7.557241176534698752e+02,1.014515714298312998e+00
7.539474342238465852e+02,1.011555650873438683e+00
7.426554829267780633e+02,9.860174246838593337e-01
7.449342743449906266e+02,9.809530175399219232e-01
7.449342743449906266e+02,9.809530175399219232e-01
7.483903814587418992e+02,1.015033100173608371e+00
7.520062628709796400e+02,9.868668290954994982e-01
7.536454226387617155e+02,1.003067474645090273e+00
7.536454226387617155e+02,1.003067474645090273e+00
7.692546798328393152e+02,1.001198742489852522e+00
7.666509280398544206e+02,1.033523933090802593e+00
7.651765498116869821e+02,1.010919063325096623e+00
7.669301024662688633e+02,1.020464237432337828e+00
7.734953600424198612e+02,1.030801144026996408e+00
7.655448922243249399e+02,1.016024447881060944e+00
7.504374661090748759e+02,1.016021410845352690e+00
7.504374661090748759e+02,1.016021410845352690e+00
7.583489747208053586e+02,1.012370418547176465e+00
7.670581003096094719e+02,1.007984717404859287e+00
7.695820973985945557e+02,1.032767174623330675e+00
7.690486914487348713e+02,1.016964119200861605e+00
7.557429000168699531e+02,1.008421424239383857e+00
7.641819587357132377e+02,1.017114126373222627e+00
7.524342373101287649e+02,9.871982220135979702e-01
7.639326692114302659e+02,1.018683967155980863e+00
7.580326072071595718e+02,9.979015149944235885e-01
7.585423802607639345e+02,9.945163684641882273e-01
7.628068953785692656e+02,1.037211160699809787e+00
7.632709701811565992e+02,1.036795316004140544e+00
7.728166528023427873e+02,1.042132691231105746e+00
7.728166528023427873e+02,1.042132691231105746e+00
7.648000109764357148e+02,1.012169099479151013e+00
7.693223458544947562e+02,1.005337574238324816e+00
7.662800433205183026e+02,1.025173687688141655e+00
7.673130695372336731e+02,1.021467954580410842e+00
7.745436974835721458e+02,1.041864100775459434e+00
7.745436974835721458e+02,1.041864100775459434e+00
7.753266964346454415e+02,1.012733271409612668e+00
7.657764867968985527e+02,1.001071754201072750e+00
7.621468355118919362e+02,1.003886770824509833e+00
7.604154864062842307e+02,1.017418310753877231e+00
7.586418465420109669e+02,1.019499677541339855e+00
7.586418465420109669e+02,1.019499677541339855e+00
7.555147806786118281e+02,9.989414322431638960e-01
7.538482172905396510e+02,1.001573645637429344e+00
7.504420139470967115e+02,9.996967747894577316e-01
7.461809706795731927e+02,9.869911582670878314e-01
7.485784396854941178e+02,9.934145013549730008e-01
7.562754404124227676e+02,1.013120358098261287e+00
7.510423688819287236e+02,9.920195240474636300e-01
7.492897825388994306e+02,1.005838377713022869e+00
7.492897825388994306e+02,1.005838377713022869e+00
7.492897825388994306e+02,1.005838377713022869e+00
7.469863814304693506e+02,1.006798422329801435e+00
7.478061664846580925e+02,1.023721376882951839e+00
7.375498596897651851e+02,9.929882657534518930e-01
7.390906196892207163e+02,9.905638567228086666e-01
7.382406657768832474e+02,9.850824325193735520e-01
7.382406657768832474e+02,9.850824325193735520e-01
7.279310838224538429e+02,9.763314659428576903e-01
7.401053327070993646e+02,9.662960078165488964e-01
7.383970004686041193e+02,9.911993841347225276e-01
7.464529523097650099e+02,9.755193605239471655e-01
7.485549890046622750e+02,1.011444256282211240e+00
7.436994964511688977e+02,9.848660324883183881e-01
7.435792750092177812e+02,9.871855197115250169e-01
7.499060082964124376e+02,9.978363595655818097e-01
7.446091870653868909e+02,1.009117275253650137e+00
7.391564232785602826e+02,9.592804013695017673e-01
7.492241185466857587e+02,1.019133960531372729e+00
7.522991351829766700e+02,9.927639406855207627e-01
7.547171142951675620e+02,9.986335401318778837e-01
7.564611319695414977e+02,1.004053893377345741e+00
7.564611319695414977e+02,1.004053893377345741e+00
7.634362011064910121e+02,1.014792430347724483e+00
7.620100750255882076e+02,1.002064903196113521e+00
7.551199463935766971e+02,1.002843669541102045e+00
7.599334018363960013e+02,1.021185528176101531e+00
7.585405751536605976e+02,9.977317350493134507e-01
7.585405751536605976e+02,9.977317350493134507e-01
7.626393512900941687e+02,1.003104192979396236e+00
7.605559463657068591e+02,1.028790878913775186e+00
7.650176754447857093e+02,1.018170161768480630e+00
7.697807223012048325e+02,1.019777751337893168e+00
7.692732530428681912e+02,1.036612373709832502e+00
7.660537218168326490e+02,1.043978125062566820e+00
7.572129647975456237e+02,1.001853659988187983e+00
7.647530513326709070e+02,1.033710535384838147e+00
7.667709459779661074e+02,1.034960121522773058e+00
7.667709459779661074e+02,1.034960121522773058e+00
7.670737298816957264e+02,1.012634235864559917e+00
7.665549451375077297e+02,1.028073634544109716e+00
7.657823855144730487e+02,9.997425419821435177e-01
7.549952659453310844e+02,1.022824469063227104e+00
7.569646105685408202e+02,1.001559719707237228e+00
7.536231172206870497e+02,1.002554827000858850e+00
7.585178982558317102e+02,1.007727479239787671e+00
7.641138614085284644e+02,1.022479919134380966e+00
7.703594806411995251e+02,1.036126896728741587e+00
7.667632753543924764e+02,1.033202117377837403e+00
7.727656083919266621e+02,1.027479496315915508e+00
7.727656083919266621e+02,1.027479496315915508e+00
7.693001050310394930e+02,1.009382016271174187e+00
7.640964142062415476e+02,1.021989122337102707e+00
7.657889571286627870e+02,1.010008717459928596e+00
7.658984959018938525e+02,1.025579121781862613e+00
7.635894096567488987e+02,1.003815917360660004e+00
7.640903804171973661e+02,1.030020053628413645e+00
7.627086806002599815e+02,1.002927482129141845e+00
7.595593321503931747e+02,1.011028441607631390e+00
7.662701294321495880e+02,1.013827071624312959e+00
7.625850843047861645e+02,1.025058210022258720e+00
7.565487797443279305e+02,1.019246128696831066e+00
7.484284511766368269e+02,1.014658688762940075e+00
7.520666956574805226e+02,9.991933557927675791e-01
7.529221379376981531e+02,9.960168346560570596e-01
7.516448670775388337e+02,9.801707693724621695e-01
7.585184052026712607e+02,1.007538812346701951e+00
7.585184052026712607e+02,1.007538812346701951e+00
7.614313226545195903e+02,1.015649178578346801e+00
7.652135623502920225e+02,1.031097279260231980e+00
7.653968849350202390e+02,1.025837461276936091e+00
7.653968849350202390e+02,1.025837461276936091e+00
7.653968849350202390e+02,1.025837461276936091e+00
7.631775914519758999e+02,1.005728191977061980e+00
7.686988147044462494e+02,1.020366211060445671e+00
7.686988147044462494e+02,1.020366211060445671e+00
7.739183322007472725e+02,1.027811021086014076e+00
7.661593170048170123e+02,1.024848909380137840e+00
7.654913268750466386e+02,1.026305006377177698e+00
7.635667472147725903e+02,1.034481267004760285e+00
7.676663300781315229e+02,1.026375804160279515e+00
7.676663300781315229e+02,1.026375804160279515e+00
7.676663300781315229e+02,1.026375804160279515e+00
7.658264797063486640e+02,1.028315523353743322e+00
7.737721541878466951e+02,1.025178884951880809e+00
7.737721541878466951e+02,1.025178884951880809e+00
7.728768871176641824e+02,1.032293071215736990e+00
7.769448159825044513e+02,1.045163258731131473e+00
7.667116990871766120e+02,1.034974443900513519e+00
7.642516487025610559e+02,1.016908571004832895e+00
7.637665799580754538e+02,1.013302685664926761e+00
7.486898379411471751e+02,9.921061669592998733e-01
7.509512749431993370e+02,9.997848794534573980e-01
7.509512749431993370e+02,9.997848794534573980e-01
7.534314468598388430e+02,1.008966034116561383e+00
7.595595731888588489e+02,1.003929106340260446e+00
7.533344880041383931e+02,1.002768277998626445e+00
7.527738943967380010e+02,9.852967285506438744e-01
7.489612463888200864e+02,9.854255885575469165e-01
7.439076657108462314e+02,9.874033102471829748e-01
7.439076657108462314e+02,9.874033102471829748e-01
7.439076657108462314e+02,9.874033102471829748e-01
7.378539961882208900e+02,9.926579393549901376e-01
7.379175432327522230e+02,9.782729957600108106e-01
7.398635624109201672e+02,9.880428758052980376e-01
7.405278868672850194e+02,9.761662500583891955e-01
7.336520949873525979e+02,9.806967670225831268e-01
7.241025219472477374e+02,9.745415157243597637e-01
7.226808191228395799e+02,9.589607805996412937e-01
7.164938546366173568e+02,9.649255889976924294e-01
7.129165793589975237e+02,9.472324831454644878e-01
7.084228530722127744e+02,9.630746236616557487e-01
7.106486124964384317e+02,9.393471804641553291e-01
7.022941970340169746e+02,9.252812724826232627e-01
6.997648631942471411e+02,9.516977689257507533e-01
6.985251314730168133e+02,9.443134815483632538e-01
6.985251314730168133e+02,9.443134815483632538e-01
7.008327383472185375e+02,9.328801823731889264e-01
7.008327383472185375e+02,9.328801823731889264e-01
7.012602850929474698e+02,9.227172149215032704e-01
7.108697756831550123e+02,9.569609856764879074e-01
7.121618558971064203e+02,9.568264909419701425e-01
7.121618558971064203e+02,9.568264909419701425e-01
7.121618558971064203e+02,9.568264909419701425e-01
7.162290020451464443e+02,9.671348798400292157e-01
7.121661988391837212e+02,9.450565857478707699e-01
7.076942618500771687e+02,9.587350844624935586e-01
7.167945331968435312e+02,9.805043273562407125e-01
7.108617415574634606e+02,9.718206267331975790e-01
7.049294358939133645e+02,9.630554286189787483e-01
7.103988998774811989e+02,9.676844896654855921e-01
7.177395042226719397e+02,9.370691655245392271e-01
7.112141274431561442e+02,9.432999254056613214e-01
7.112141274431561442e+02,9.432999254056613214e-01
7.116927764451240819e+02,9.623212832964117558e-01
7.116927764451240819e+02,9.623212832964117558e-01
7.062287751703878484e+02,9.413403907907041956e-01
7.018142133749772711e+02,9.491924071990338607e-01
7.061624499268153841e+02,9.497669317870389705e-01
7.135700264992084385e+02,9.411245412422496459e-01
7.161106289071079800e+02,9.661298897748248349e-01
7.265451863023116630e+02,9.724223956895045040e-01
7.284221191603728585e+02,9.621929074395473291e-01
7.278770191544198269e+02,9.759110175805549847e-01
7.272827790082520778e+02,9.715458411971065189e-01
7.272827790082520778e+02,9.715458411971065189e-01
7.256192877639571179e+02,9.569982534373873140e-01
7.315705189246331202e+02,9.830752672204294829e-01
7.305004583155216551e+02,9.969505012752498674e-01
7.271334561857278231e+02,9.842469420149301262e-01
7.332618380784090277e+02,9.714970446318142994e-01
7.290051545825597259e+02,9.571455861001522125e-01
7.298930775696376259e+02,9.950226225131426627e-01
7.354687217346339594e+02,1.002931203169561192e+00
7.360602968507790820e+02,9.435122984211459229e-01
7.388711083932852262e+02,1.000495653198486989e+00
7.363186313312793345e+02,1.008640359948216103e+00
7.338336631441184181e+02,9.804011625782937944e-01
7.336169208736915834e+02,9.805100374738918712e-01
7.423979777810609448e+02,9.818375291975479646e-01
7.385556034489064814e+02,9.986665017879672313e-01
7.390890712550909711e+02,9.848984479761477839e-01
7.390890712550909711e+02,9.848984479761477839e-01
7.390890712550909711e+02,9.848984479761477839e-01
7.377806336472960993e+02,1.000762391934751916e+00
7.299287070147745453e+02,9.548298843872985442e-01
7.297473968866129326e+02,9.631089429671270130e-01
7.372203041552035074e+02,9.989221842784368199e-01
7.379670087254260125e+02,1.000121344307950633e+00
7.339704709536790688e+02,9.826934340678709079e-01
7.347537605905243936e+02,9.652742894760534265e-01
7.444044308550985534e+02,9.946264353444728146e-01
7.485441972040941891e+02,9.991271146152417293e-01
7.485441972040941891e+02,9.991271146152417293e-01
7.422764908321739767e+02,1.002315441900183401e+00
7.472654235112331662e+02,1.003335448644329331e+00
7.354659418194535192e+02,9.846577642376949102e-01
7.373897979328410202e+02,9.821864279608584214e-01
7.393692005402530185e+02,9.805221896603969478e-01
7.365500493868770491e+02,9.789004503304817861e-01
7.423843481588669420e+02,1.002402601223657319e+00
7.386165242957727060e+02,9.846229401017614347e-01
7.359465206589948139e+02,9.863912955007041461e-01
7.359465206589948139e+02,9.863912955007041461e-01
7.359465206589948139e+02,9.863912955007041461e-01
7.433542863850434514e+02,9.984372037684677847e-01
7.370902822244904655e+02,9.957291847968937626e-01
7.370902822244904655e+02,9.957291847968937626e-01
7.305549876612744811e+02,9.810036111253457314e-01
7.309242368350222705e+02,9.903289054375464806e-01
7.398307644249927080e+02,9.735491685777134530e-01
7.392711709962941313e+02,9.778697648320049396e-01
7.541234776160623596e+02,9.762138825127600894e-01
7.545834840525783420e+02,1.012358381933422535e+00
7.544519263959707587e+02,9.994466227086598042e-01
7.513847468101321283e+02,1.002208518162123640e+00
7.513847468101321283e+02,1.002208518162123640e+00
7.566165423001466479e+02,1.025916268215593785e+00
7.607215493708633858e+02,1.006673943551366524e+00
7.628558269707930322e+02,1.003431963616841616e+00
7.628558269707930322e+02,1.003431963616841616e+00
7.636490345050115138e+02,1.015204352155871126e+00
7.687709593640540788e+02,1.019135193895901015e+00
7.632288264529994422e+02,1.029202548084562130e+00
7.615689928920662624e+02,1.018531979103127982e+00
7.588762094538775500e+02,9.767909035937959450e-01
7.519217848657106060e+02,9.942064402033335968e-01
7.423519635270604340e+02,9.910742544486953465e-01
7.423519635270604340e+02,9.910742544486953465e-01
7.423519635270604340e+02,9.910742544486953465e-01
7.442273646311252833e+02,1.005492023112310784e+00
7.525210551062306195e+02,1.015476801717843935e+00
7.464985314933909422e+02,1.000070908894281185e+00
7.359891795396939642e+02,9.868249303170055775e-01
7.347206733022588878e+02,9.913976579401515554e-01
7.355285680281949681e+02,9.999904515286898166e-01
7.269551132236692865e+02,9.782271436494648365e-01
7.304608985936547469e+02,9.697133992761793886e-01
7.309736359707309248e+02,9.775139767442180272e-01
7.309736359707309248e+02,9.775139767442180272e-01
7.309736359707309248e+02,9.775139767442180272e-01
7.203432209605264234e+02,9.898810290046818894e-01
7.161344766681776264e+02,9.527311317767763743e-01
7.325416254091574046e+02,9.893681681556153462e-01
7.337653039406387734e+02,9.866500120956185338e-01
7.337653039406387734e+02,9.866500120956185338e-01
7.327656372951892081e+02,9.843287778412601607e-01
7.278281732823735410e+02,9.606914255259589863e-01
7.240917365628896505e+02,9.609800236987363631e-01
7.228416777515327567e+02,9.726891311248979655e-01
7.253165714455387842e+02,9.616196751022784150e-01
7.300127740717742881e+02,9.834846403688402017e-01
7.251628218946707420e+02,9.683536494950808482e-01
7.279353221837958472e+02,9.719290820163147826e-01
7.321677631683880918e+02,9.885504175840038599e-01
7.272579722690866220e+02,9.851427198934739060e-01
7.182066386522484436e+02,9.674300229442177601e-01
7.229182759726110135e+02,9.690201728533918146e-01
7.256050058229519664e+02,9.859780230248512689e-01
7.278682336364145158e+02,9.691213945255853224e-01
7.242440634642329087e+02,9.878529359185922454e-01
7.287451655364607177e+02,9.785725618018938921e-01
7.312827664413050570e+02,9.823585902468147113e-01
7.373634335552177390e+02,9.843572073198574302e-01
7.420868599439635318e+02,9.890880218362022580e-01
7.418940173743924333e+02,1.000029442702292215e+00
7.468988907446032499e+02,9.879814186508265594e-01
7.522504772803256401e+02,1.015903912456281644e+00
7.523588851256735097e+02,9.966167201326476821e-01
7.523588851256735097e+02,9.966167201326476821e-01
7.523588851256735097e+02,9.966167201326476821e-01
7.523588851256735097e+02,9.966167201326476821e-01
7.545949628567690297e+02,1.007668541708548471e+00
7.527056235071037236e+02,9.806455917457992388e-01
7.596769298394492580e+02,1.000757733581603803e+00
7.579298065873502992e+02,9.975591451543899257e-01
7.632967421935559287e+02,1.030920691266514755e+00
7.670703475027596596e+02,1.002022426635974073e+00
7.609621930968161223e+02,1.008961886084599469e+00
7.675316938491898782e+02,1.021956457364263215e+00
7.675316938491898782e+02,1.021956457364263215e+00
7.594010544992696623e+02,1.001860898246764053e+00
7.609652898775387939e+02,1.015753874644337751e+00
7.552818781054658075e+02,9.762253451939246762e-01
